ID,Region/Country/Area,Year,Series,Value,Footnotes
492,Monaco,2010,Population annual rate of increase (percent),1.9,Data refers to a 5-year period preceding the reference year.
492,Monaco,2015,Population annual rate of increase (percent),0.6,Data refers to a 5-year period preceding the reference year.
496,Mongolia,2005,Population annual rate of increase (percent),1,Data refers to a 5-year period preceding the reference year.
496,Mongolia,2005,Total fertility rate (children per women),2.1,Data refers to a 5-year period preceding the reference year.
496,Mongolia,2005,"Infant mortality for both sexes (per 1,000 live births)",40.8,Data refers to a 5-year period preceding the reference year.
496,Mongolia,2005,"Maternal mortality ratio (deaths per 100,000 population)",95,
496,Mongolia,2005,Life expectancy at birth for both sexes (years),64.1,Data refers to a 5-year period preceding the reference year.
496,Mongolia,2005,Life expectancy at birth for males (years),60.8,Data refers to a 5-year period preceding the reference year.
496,Mongolia,2005,Life expectancy at birth for females (years),67.7,Data refers to a 5-year period preceding the reference year.
496,Mongolia,2010,Population annual rate of increase (percent),1.4,Data refers to a 5-year period preceding the reference year.
496,Mongolia,2010,Total fertility rate (children per women),2.4,Data refers to a 5-year period preceding the reference year.
496,Mongolia,2010,"Infant mortality for both sexes (per 1,000 live births)",30.5,Data refers to a 5-year period preceding the reference year.
496,Mongolia,2010,"Maternal mortality ratio (deaths per 100,000 population)",63,
496,Mongolia,2010,Life expectancy at birth for both sexes (years),66.1,Data refers to a 5-year period preceding the reference year.
496,Mongolia,2010,Life expectancy at birth for males (years),62.4,Data refers to a 5-year period preceding the reference year.
496,Mongolia,2010,Life expectancy at birth for females (years),70.3,Data refers to a 5-year period preceding the reference year.
496,Mongolia,2015,Population annual rate of increase (percent),1.9,Data refers to a 5-year period preceding the reference year.
496,Mongolia,2015,Total fertility rate (children per women),2.8,Data refers to a 5-year period preceding the reference year.
496,Mongolia,2015,"Infant mortality for both sexes (per 1,000 live births)",22.8,Data refers to a 5-year period preceding the reference year.
496,Mongolia,2015,"Maternal mortality ratio (deaths per 100,000 population)",44,
496,Mongolia,2015,Life expectancy at birth for both sexes (years),68.5,Data refers to a 5-year period preceding the reference year.
496,Mongolia,2015,Life expectancy at birth for males (years),64.5,Data refers to a 5-year period preceding the reference year.
496,Mongolia,2015,Life expectancy at birth for females (years),72.7,Data refers to a 5-year period preceding the reference year.
499,Montenegro,2005,Population annual rate of increase (percent),0.1,Data refers to a 5-year period preceding the reference year.
499,Montenegro,2005,Total fertility rate (children per women),1.9,Data refers to a 5-year period preceding the reference year.
499,Montenegro,2005,"Infant mortality for both sexes (per 1,000 live births)",11.6,Data refers to a 5-year period preceding the reference year.
499,Montenegro,2005,"Maternal mortality ratio (deaths per 100,000 population)",9,
499,Montenegro,2005,Life expectancy at birth for both sexes (years),73.4,Data refers to a 5-year period preceding the reference year.
499,Montenegro,2005,Life expectancy at birth for males (years),70.6,Data refers to a 5-year period preceding the reference year.
499,Montenegro,2005,Life expectancy at birth for females (years),76.2,Data refers to a 5-year period preceding the reference year.
499,Montenegro,2010,Population annual rate of increase (percent),0.3,Data refers to a 5-year period preceding the reference year.
499,Montenegro,2010,Total fertility rate (children per women),1.8,Data refers to a 5-year period preceding the reference year.
499,Montenegro,2010,"Infant mortality for both sexes (per 1,000 live births)",10.9,Data refers to a 5-year period preceding the reference year.
499,Montenegro,2010,"Maternal mortality ratio (deaths per 100,000 population)",8,
499,Montenegro,2010,Life expectancy at birth for both sexes (years),74.2,Data refers to a 5-year period preceding the reference year.
499,Montenegro,2010,Life expectancy at birth for males (years),71.9,Data refers to a 5-year period preceding the reference year.
499,Montenegro,2010,Life expectancy at birth for females (years),76.5,Data refers to a 5-year period preceding the reference year.
499,Montenegro,2015,Population annual rate of increase (percent),0.1,Data refers to a 5-year period preceding the reference year.
499,Montenegro,2015,Total fertility rate (children per women),1.7,Data refers to a 5-year period preceding the reference year.
499,Montenegro,2015,"Infant mortality for both sexes (per 1,000 live births)",4.1,Data refers to a 5-year period preceding the reference year.
499,Montenegro,2015,"Maternal mortality ratio (deaths per 100,000 population)",7,
499,Montenegro,2015,Life expectancy at birth for both sexes (years),76.4,Data refers to a 5-year period preceding the reference year.
499,Montenegro,2015,Life expectancy at birth for males (years),74,Data refers to a 5-year period preceding the reference year.
499,Montenegro,2015,Life expectancy at birth for females (years),78.8,Data refers to a 5-year period preceding the reference year.
500,Montserrat,2004,Total fertility rate (children per women),1.7,
500,Montserrat,2005,Population annual rate of increase (percent),-0.7,Data refers to a 5-year period preceding the reference year.
500,Montserrat,2010,Population annual rate of increase (percent),0.7,Data refers to a 5-year period preceding the reference year.
500,Montserrat,2015,Population annual rate of increase (percent),0.7,Data refers to a 5-year period preceding the reference year.
504,Morocco,2005,Population annual rate of increase (percent),1.1,Data refers to a 5-year period preceding the reference year.
504,Morocco,2005,Total fertility rate (children per women),2.7,Data refers to a 5-year period preceding the reference year.
504,Morocco,2005,"Infant mortality for both sexes (per 1,000 live births)",36.6,Data refers to a 5-year period preceding the reference year.
504,Morocco,2005,"Maternal mortality ratio (deaths per 100,000 population)",190,
504,Morocco,2005,Life expectancy at birth for both sexes (years),70,Data refers to a 5-year period preceding the reference year.
504,Morocco,2005,Life expectancy at birth for males (years),68.5,Data refers to a 5-year period preceding the reference year.
504,Morocco,2005,Life expectancy at birth for females (years),71.4,Data refers to a 5-year period preceding the reference year.
504,Morocco,2010,Population annual rate of increase (percent),1.2,Data refers to a 5-year period preceding the reference year.
504,Morocco,2010,Total fertility rate (children per women),2.6,Data refers to a 5-year period preceding the reference year.
504,Morocco,2010,"Infant mortality for both sexes (per 1,000 live births)",33.2,Data refers to a 5-year period preceding the reference year.
504,Morocco,2010,"Maternal mortality ratio (deaths per 100,000 population)",153,
504,Morocco,2010,Life expectancy at birth for both sexes (years),72.9,Data refers to a 5-year period preceding the reference year.
504,Morocco,2010,Life expectancy at birth for males (years),71.3,Data refers to a 5-year period preceding the reference year.
504,Morocco,2010,Life expectancy at birth for females (years),74.4,Data refers to a 5-year period preceding the reference year.
504,Morocco,2015,Population annual rate of increase (percent),1.4,Data refers to a 5-year period preceding the reference year.
504,Morocco,2015,Total fertility rate (children per women),2.6,Data refers to a 5-year period preceding the reference year.
504,Morocco,2015,"Infant mortality for both sexes (per 1,000 live births)",28.1,Data refers to a 5-year period preceding the reference year.
504,Morocco,2015,"Maternal mortality ratio (deaths per 100,000 population)",121,
504,Morocco,2015,Life expectancy at birth for both sexes (years),74.9,Data refers to a 5-year period preceding the reference year.
504,Morocco,2015,Life expectancy at birth for males (years),73.7,Data refers to a 5-year period preceding the reference year.
504,Morocco,2015,Life expectancy at birth for females (years),76,Data refers to a 5-year period preceding the reference year.
508,Mozambique,2005,Population annual rate of increase (percent),2.9,Data refers to a 5-year period preceding the reference year.
508,Mozambique,2005,Total fertility rate (children per women),5.8,Data refers to a 5-year period preceding the reference year.
508,Mozambique,2005,"Infant mortality for both sexes (per 1,000 live births)",94.3,Data refers to a 5-year period preceding the reference year.
508,Mozambique,2005,"Maternal mortality ratio (deaths per 100,000 population)",762,
508,Mozambique,2005,Life expectancy at birth for both sexes (years),49.6,Data refers to a 5-year period preceding the reference year.
508,Mozambique,2005,Life expectancy at birth for males (years),47.9,Data refers to a 5-year period preceding the reference year.
508,Mozambique,2005,Life expectancy at birth for females (years),51.2,Data refers to a 5-year period preceding the reference year.
508,Mozambique,2010,Population annual rate of increase (percent),2.9,Data refers to a 5-year period preceding the reference year.
